Start Time,Duration,Server IP
1731730846.67298,0.3058769702911377,172.31.25.85
1731730848.675492,0.45360898971557617,172.31.24.120
1731730849.680057,0.12080001831054688,172.31.27.39
1731730850.684739,0.28711390495300293,172.31.24.120
1731730851.687131,0.1811821460723877,172.31.25.30
1731730852.6886988,0.3312220573425293,172.31.27.39
1731730854.696237,0.47412896156311035,172.31.30.124
1731730855.697867,0.2917020320892334,172.31.27.39
1731730856.7006469,0.415071964263916,172.31.25.85
1731730859.710253,0.3755228519439697,172.31.25.71
1731730860.7153049,0.0554959774017334,172.31.25.71
