Start Time,Duration,Server IP
1731731806.789291,0.2812221050262451,172.31.28.57
1731731806.8929331,0.23355484008789062,172.31.18.248
1731731806.997945,0.23698687553405762,172.31.17.102
1731731807.103012,0.23759698867797852,172.31.28.111
1731731807.204227,0.23589515686035156,172.31.26.206
1731731807.304353,0.2309110164642334,172.31.28.57
1731731807.4056141,0.26070666313171387,172.31.28.111
1731731807.510587,0.26293396949768066,172.31.17.102
1731731807.61569,0.2458639144897461,172.31.18.248
1731731807.719859,0.2421550750732422,172.31.28.111
1731731807.823615,0.23386597633361816,172.31.27.166
1731731807.927996,0.2686939239501953,172.31.26.206
1731731808.028534,0.24049806594848633,172.31.27.88
1731731808.1334138,0.24213814735412598,172.31.16.143
1731731808.237333,0.23633790016174316,172.31.26.206
1731731808.34258,0.2375798225402832,172.31.28.111
1731731808.445945,0.2330479621887207,172.31.18.248
1731731808.550303,0.23489999771118164,172.31.28.57
