Start Time,Duration,Server IP
1731732115.828023,0.23980116844177246,172.31.27.166
1731732115.8459551,0.23831868171691895,172.31.16.143
1731732115.810242,0.2835211753845215,172.31.27.88
1731732115.86128,0.23696422576904297,172.31.18.248
1731732115.894149,0.2340388298034668,172.31.18.248
1731732115.910284,0.2265007495880127,172.31.28.111
1731732115.876319,0.26546716690063477,172.31.17.102
1731732115.925641,0.22862505912780762,172.31.28.57
1731732115.941468,0.2457430362701416,172.31.28.111
1731732115.9587572,0.24151301383972168,172.31.17.102
1731732115.9797142,0.22845101356506348,172.31.26.206
1731732115.992306,0.22776389122009277,172.31.26.206
1731732116.025049,0.23109698295593262,172.31.28.57
1731732116.0580502,0.23684382438659668,172.31.18.248
1731732116.0424352,0.2530648708343506,172.31.17.102
1731732116.073859,0.2409839630126953,172.31.28.111
1731732116.009919,0.31837916374206543,172.31.16.143
1731732116.104453,0.2436378002166748,172.31.27.88
1731732116.137171,0.2349710464477539,172.31.16.143
1731732116.169269,0.23221588134765625,172.31.17.102
1731732116.089129,0.3131279945373535,172.31.27.166
1731732116.184296,0.22875213623046875,172.31.26.206
1731732116.119095,0.34132981300354004,172.31.27.166
1731732116.151723,0.3134469985961914,172.31.28.57
1731732116.2017741,0.2685990333557129,172.31.27.88
1731732116.2184682,0.25780773162841797,172.31.27.166
1731732116.23403,0.25677490234375,172.31.28.111
1731732116.265763,0.24783110618591309,172.31.28.57
1731732116.281038,0.26194000244140625,172.31.27.88
1731732116.249092,0.3073749542236328,172.31.16.143
1731732116.313867,0.24300289154052734,172.31.18.248
1731732116.329149,0.2332918643951416,172.31.28.111
1731732116.2970781,0.2748126983642578,172.31.28.57
1731732116.345786,0.23378682136535645,172.31.26.206
1731732116.3785758,0.22972631454467773,172.31.27.166
1731732116.361135,0.28774404525756836,172.31.16.143
1731732116.410347,0.23932099342346191,172.31.18.248
1731732116.39418,0.2582559585571289,172.31.27.88
1731732116.426785,0.22957301139831543,172.31.17.102
1731732116.442899,0.2312328815460205,172.31.26.206
1731732116.460869,0.2358698844909668,172.31.17.102
1731732116.4776719,0.25409412384033203,172.31.16.143
1731732116.494287,0.257127046585083,172.31.28.57
1731732116.524645,0.22946596145629883,172.31.27.166
1731732116.509297,0.27050328254699707,172.31.28.111
1731732116.5570009,0.22902917861938477,172.31.28.57
1731732116.573063,0.23313093185424805,172.31.18.248
1731732116.6086211,0.23090100288391113,172.31.26.206
1731732116.6239119,0.29045820236206055,172.31.27.88
1731732116.591,0.3238410949707031,172.31.28.111
1731732116.639271,0.27614402770996094,172.31.27.166
1731732116.540755,0.37543296813964844,172.31.28.111
1731732116.6571178,0.2598590850830078,172.31.16.143
1731732116.689712,0.23302197456359863,172.31.17.102
1731732116.674863,0.27614688873291016,172.31.18.248
1731732116.739264,0.24174213409423828,172.31.16.143
1731732116.7242439,0.26343512535095215,172.31.27.88
1731732116.707514,0.2974517345428467,172.31.18.248
1731732116.772616,0.23525619506835938,172.31.27.166
1731732116.754959,0.2533450126647949,172.31.26.206
1731732116.8036108,0.24782943725585938,172.31.17.102
1731732116.81862,0.23975801467895508,172.31.28.57
1731732116.7871082,0.32292890548706055,172.31.28.111
1731732116.851727,0.27545785903930664,172.31.27.166
1731732116.83515,0.29537010192871094,172.31.28.111
1731732116.918268,0.23688220977783203,172.31.17.102
1731732116.952935,0.23834586143493652,172.31.28.57
1731732116.868486,0.32989501953125,172.31.27.88
1731732116.968608,0.2312180995941162,172.31.18.248
1731732116.9017248,0.31307315826416016,172.31.26.206
1731732116.9352472,0.28713083267211914,172.31.27.88
1731732116.9984488,0.2295081615447998,172.31.17.102
1731732116.884823,0.36226582527160645,172.31.26.206
1731732116.9828858,0.28164124488830566,172.31.28.111
1731732117.012758,0.26964616775512695,172.31.18.248
1731732117.029331,0.25350022315979004,172.31.26.206
1731732117.0471969,0.24283814430236816,172.31.27.88
1731732117.080943,0.23035383224487305,172.31.28.57
1731732117.0981371,0.25950002670288086,172.31.27.166
1731732117.147795,0.2297370433807373,172.31.27.166
1731732117.133232,0.2563929557800293,172.31.28.111
1731732117.115398,0.2879469394683838,172.31.16.143
1731732117.064949,0.33886098861694336,172.31.16.143
1731732117.1822531,0.22914576530456543,172.31.18.248
1731732117.165462,0.282451868057251,172.31.16.143
1731732117.2151859,0.2406330108642578,172.31.27.88
1731732117.1974459,0.2615342140197754,172.31.18.248
1731732117.23196,0.24090194702148438,172.31.26.206
1731732117.264672,0.2278919219970703,172.31.28.57
1731732117.248429,0.2481977939605713,172.31.28.111
1731732117.279198,0.2619640827178955,172.31.17.102
1731732117.311688,0.23418116569519043,172.31.26.206
1731732117.293679,0.2532660961151123,172.31.17.102
1731732117.326794,0.23064398765563965,172.31.28.57
1731732117.341541,0.2781178951263428,172.31.28.111
1731732117.386394,0.23409390449523926,172.31.27.166
1731732117.3708448,0.2740023136138916,172.31.28.111
1731732117.4340081,0.22852396965026855,172.31.26.206
1731732117.3560908,0.32371020317077637,172.31.27.166
1731732117.466312,0.22937607765197754,172.31.28.57
1731732117.4512131,0.25853991508483887,172.31.16.143
1731732117.418758,0.2992739677429199,172.31.27.88
1731732117.484125,0.2913472652435303,172.31.27.166
1731732117.401876,0.3804910182952881,172.31.17.102
1731732117.528407,0.2549419403076172,172.31.18.248
1731732117.561248,0.2285008430480957,172.31.18.248
1731732117.514003,0.3005659580230713,172.31.27.88
1731732117.4994528,0.3172953128814697,172.31.27.88
1731732117.5958211,0.22944378852844238,172.31.27.166
1731732117.543404,0.3117077350616455,172.31.17.102
1731732117.64575,0.22843384742736816,172.31.28.111
1731732117.578022,0.3286139965057373,172.31.17.102
1731732117.693839,0.2355480194091797,172.31.16.143
1731732117.6799848,0.25475621223449707,172.31.28.57
1731732117.613622,0.3214552402496338,172.31.26.206
1731732117.708769,0.23987102508544922,172.31.28.57
1731732117.630374,0.3240830898284912,172.31.17.102
1731732117.724905,0.23042893409729004,172.31.16.143
1731732117.7407382,0.22918987274169922,172.31.26.206
