Start Time,Duration,Server IP
1731630352.014847,0.07414078712463379,172.31.29.72
1731630352.019048,0.08115506172180176,172.31.18.189
1731630352.0357928,0.09118008613586426,172.31.27.99
1731630352.037846,0.09294295310974121,172.31.18.189
1731630352.037166,0.13863682746887207,172.31.24.185
1731630352.009352,0.2218480110168457,172.31.25.171
1731630352.045136,0.3291308879852295,172.31.18.189
1731630352.042075,0.34673190116882324,172.31.25.171
1731630352.054108,0.3864171504974365,172.31.29.72
1731630352.059649,0.4026529788970947,172.31.29.72
1731630352.04679,0.45281505584716797,172.31.27.99
1731630352.072188,0.46816515922546387,172.31.27.99
1731630352.011347,0.5491199493408203,172.31.25.171
1731630352.072854,0.5009751319885254,172.31.17.10
1731630352.017396,0.5714809894561768,172.31.17.10
1731630352.056824,0.5332729816436768,172.31.24.185
1731630352.052875,0.577178955078125,172.31.29.72
1731630352.053411,0.604107141494751,172.31.25.206
1731630352.056213,0.6292428970336914,172.31.18.189
1731630352.0501919,0.6381030082702637,172.31.25.206
1731630352.018701,0.6703870296478271,172.31.25.206
1731630352.0221848,0.667349100112915,172.31.25.206
1731630352.050478,0.6584179401397705,172.31.25.171
1731630352.039854,0.7011840343475342,172.31.17.10
1731630352.063491,0.7103879451751709,172.31.18.189
1731630352.045537,0.7290351390838623,172.31.25.206
1731630352.010318,0.7811479568481445,172.31.27.99
1731630352.0572999,0.7381792068481445,172.31.27.99
1731630352.017031,0.8230178356170654,172.31.27.99
1731630352.044945,0.802048921585083,172.31.25.206
1731630352.070116,0.780411958694458,172.31.17.10
1731630352.04157,0.809424877166748,172.31.17.10
1731630352.071886,0.7926080226898193,172.31.29.72
1731630352.03849,0.8419399261474609,172.31.30.192
1731630352.019673,0.9205429553985596,172.31.29.72
1731630352.018095,0.9229159355163574,172.31.25.206
1731630352.0410209,0.9112682342529297,172.31.25.206
1731630352.0510678,0.9037671089172363,172.31.25.206
1731630352.031125,0.9242129325866699,172.31.25.171
1731630352.016528,0.9438672065734863,172.31.30.192
1731630352.038958,0.9404921531677246,172.31.29.72
1731630352.043267,0.9370219707489014,172.31.25.206
1731630352.063662,0.9390411376953125,172.31.17.10
1731630352.073367,0.9325568675994873,172.31.18.189
1731630352.0543098,0.9549341201782227,172.31.29.72
