Start Time,Duration,Server IP
1731731821.068703,0.24347329139709473,172.31.16.143
1731731821.199191,0.249039888381958,172.31.28.57
1731731821.327965,0.23721694946289062,172.31.17.102
1731731821.457607,0.251039981842041,172.31.27.88
1731731821.5846279,0.23437809944152832,172.31.27.166
1731731821.7145789,0.2347702980041504,172.31.17.102
1731731821.844312,0.23693013191223145,172.31.18.248
1731731821.974335,0.2661020755767822,172.31.27.88
1731731822.1043441,0.23400187492370605,172.31.28.57
1731731822.233066,0.24296283721923828,172.31.26.206
1731731822.362582,0.23398900032043457,172.31.17.102
1731731822.491692,0.2408609390258789,172.31.28.111
1731731822.618539,0.2373650074005127,172.31.28.57
1731731822.7486,0.23511791229248047,172.31.28.111
1731731822.877373,0.23148798942565918,172.31.18.248
1731731823.0060291,0.2348158359527588,172.31.28.111
1731731823.134946,0.23073673248291016,172.31.26.206
1731731823.264991,0.24092483520507812,172.31.16.143
1731731823.393931,0.23246216773986816,172.31.27.166
1731731823.5191638,0.24498724937438965,172.31.16.143
1731731823.645251,0.23340177536010742,172.31.28.57
1731731823.773767,0.24434804916381836,172.31.16.143
1731731823.900768,0.23712992668151855,172.31.18.248
1731731824.026248,0.2323760986328125,172.31.27.166
1731731824.1514409,0.26021409034729004,172.31.16.143
1731731824.280788,0.2628650665283203,172.31.27.88
1731731824.406626,0.23350191116333008,172.31.27.166
1731731824.5366862,0.22978973388671875,172.31.28.111
1731731824.6619048,0.2618722915649414,172.31.27.166
1731731824.791701,0.23311781883239746,172.31.28.111
1731731824.921983,0.23435306549072266,172.31.28.57
1731731825.051979,0.2357339859008789,172.31.26.206
1731731825.17916,0.23753881454467773,172.31.17.102
1731731825.3081322,0.24890589714050293,172.31.27.88
1731731825.43565,0.26049208641052246,172.31.28.57
1731731825.561137,0.23880600929260254,172.31.26.206
1731731825.689215,0.2494351863861084,172.31.27.88
1731731825.816393,0.23441791534423828,172.31.28.111
1731731825.943367,0.25543689727783203,172.31.18.248
1731731826.071924,0.2350599765777588,172.31.27.166
1731731826.200025,0.2358570098876953,172.31.17.102
1731731826.328831,0.2335958480834961,172.31.26.206
1731731826.4582999,0.23427820205688477,172.31.16.143
1731731826.586445,0.23710393905639648,172.31.27.166
1731731826.7157462,0.2931787967681885,172.31.17.102
1731731826.845727,0.23151111602783203,172.31.26.206
1731731826.974414,0.23936676979064941,172.31.16.143
1731731827.101354,0.259824275970459,172.31.26.206
1731731827.22843,0.2351398468017578,172.31.17.102
1731731827.357741,0.24298501014709473,172.31.27.88
1731731827.4861472,0.23212289810180664,172.31.26.206
1731731827.611754,0.23467302322387695,172.31.28.57
1731731827.740222,0.23703908920288086,172.31.17.102
1731731827.869405,0.2562448978424072,172.31.28.111
1731731827.9990249,0.2343311309814453,172.31.18.248
1731731828.1262012,0.2453157901763916,172.31.26.206
1731731828.253765,0.26294469833374023,172.31.27.88
1731731828.379592,0.2742750644683838,172.31.28.57
1731731828.5074828,0.24466633796691895,172.31.17.102
1731731828.635835,0.23750805854797363,172.31.16.143
1731731828.7656379,0.23691010475158691,172.31.26.206
1731731828.891999,0.24346280097961426,172.31.17.102
1731731829.021922,0.23984694480895996,172.31.26.206
1731731829.151126,0.2403881549835205,172.31.28.111
