Start Time,Duration,Server IP
1731630798.899022,0.06627893447875977,172.31.29.72
1731630798.896297,0.1985149383544922,172.31.25.171
1731630798.908283,0.2661769390106201,172.31.17.10
1731630798.8754299,0.3767261505126953,172.31.25.206
1731630798.906948,0.39374399185180664,172.31.30.192
1731630798.910789,0.4102470874786377,172.31.29.72
1731630798.90209,0.4236729145050049,172.31.29.72
1731630798.90956,0.5137109756469727,172.31.17.10
1731630798.9379961,0.49184679985046387,172.31.18.189
1731630798.907918,0.5228021144866943,172.31.18.189
1731630798.90457,0.5311529636383057,172.31.18.189
1731630798.906207,0.5325288772583008,172.31.17.10
1731630798.888308,0.5525538921356201,172.31.17.10
1731630798.91555,0.556326150894165,172.31.25.206
1731630798.933247,0.5742509365081787,172.31.25.206
1731630798.8941498,0.6276311874389648,172.31.17.10
1731630798.933015,0.5913920402526855,172.31.17.10
1731630798.893721,0.6679859161376953,172.31.25.171
1731630798.954297,0.6101577281951904,172.31.25.171
1731630798.874113,0.7118630409240723,172.31.17.10
1731630798.9410272,0.6490497589111328,172.31.25.171
1731630798.92329,0.6727368831634521,172.31.18.189
1731630798.9049878,0.6936640739440918,172.31.25.206
1731630798.891946,0.7176668643951416,172.31.17.10
1731630798.89813,0.7199761867523193,172.31.29.72
1731630798.9055512,0.7178988456726074,172.31.29.72
1731630798.9178188,0.7446842193603516,172.31.27.99
1731630798.897609,0.7663779258728027,172.31.25.171
1731630798.909749,0.7831180095672607,172.31.24.185
1731630798.9284139,0.7650361061096191,172.31.24.185
1731630798.9509912,0.7716307640075684,172.31.27.99
1731630798.938412,0.791222095489502,172.31.17.10
1731630798.913733,0.8170950412750244,172.31.30.192
1731630798.933627,0.8029642105102539,172.31.30.192
1731630798.873162,0.8681390285491943,172.31.30.192
1731630798.898494,0.8833088874816895,172.31.29.72
1731630798.922007,0.8609428405761719,172.31.27.99
1731630798.876689,0.9066510200500488,172.31.25.171
1731630798.876478,0.9088270664215088,172.31.29.72
1731630798.903462,0.8891680240631104,172.31.29.72
1731630798.91595,0.9340569972991943,172.31.25.171
1731630798.881784,0.969357967376709,172.31.24.185
1731630798.909379,0.9570729732513428,172.31.29.72
1731630798.922378,0.9526808261871338,172.31.25.171
1731630798.894515,0.981630802154541,172.31.18.189
1731630798.911777,0.974276065826416,172.31.30.192
1731630798.881212,1.0100350379943848,172.31.18.189
1731630798.896908,0.9957728385925293,172.31.25.206
1731630798.932256,0.9825220108032227,172.31.25.171
1731630798.907712,1.0073411464691162,172.31.25.171
1731630798.950708,0.9688351154327393,172.31.29.72
1731630798.924972,1.0024387836456299,172.31.27.99
1731630798.895253,1.0550642013549805,172.31.17.10
1731630798.899913,1.0567090511322021,172.31.27.99
1731630798.904772,1.0777077674865723,172.31.25.206
1731630798.95152,1.0374760627746582,172.31.30.192
1731630798.943636,1.0508291721343994,172.31.30.192
1731630798.921367,1.0934312343597412,172.31.25.171
1731630798.9440482,1.0829148292541504,172.31.30.192
1731630798.9009862,1.1264839172363281,172.31.24.185
