Start Time,Duration,Server IP
1731731601.1147578,0.2620663642883301,172.31.17.102
1731731601.1355789,0.25310826301574707,172.31.27.166
1731731601.160482,0.24278712272644043,172.31.28.111
1731731601.20468,0.23704290390014648,172.31.16.143
1731731601.224858,0.2364339828491211,172.31.27.88
1731731601.181494,0.29061293601989746,172.31.18.248
1731731601.316361,0.23412108421325684,172.31.16.143
1731731601.246621,0.335463285446167,172.31.18.248
1731731601.29536,0.2872350215911865,172.31.17.102
1731731601.360629,0.23201608657836914,172.31.27.88
1731731601.271581,0.33438611030578613,172.31.27.166
1731731601.342881,0.28064799308776855,172.31.18.248
1731731601.431871,0.23771023750305176,172.31.16.143
1731731601.384398,0.297015905380249,172.31.27.166
1731731601.452276,0.2344200611114502,172.31.28.111
1731731601.4069388,0.28899621963500977,172.31.27.166
1731731601.521912,0.2602880001068115,172.31.17.102
1731731601.497859,0.29462099075317383,172.31.18.248
1731731601.567213,0.24550509452819824,172.31.27.88
1731731601.472893,0.3739960193634033,172.31.18.248
1731731601.6381152,0.23161983489990234,172.31.16.143
1731731601.615049,0.28719019889831543,172.31.17.102
1731731601.6822531,0.23081588745117188,172.31.27.88
1731731601.5451908,0.3862903118133545,172.31.27.166
1731731601.590776,0.3572120666503906,172.31.18.248
1731731601.7511559,0.24038028717041016,172.31.28.111
1731731601.7967181,0.2344498634338379,172.31.17.102
1731731601.7286248,0.34746313095092773,172.31.27.166
1731731601.844453,0.23227190971374512,172.31.27.88
1731731601.658947,0.42191123962402344,172.31.27.166
1731731601.864532,0.23996996879577637,172.31.16.143
1731731601.904781,0.2294909954071045,172.31.27.88
1731731601.706769,0.4279909133911133,172.31.27.166
1731731601.821721,0.3332538604736328,172.31.18.248
1731731601.94914,0.2628037929534912,172.31.16.143
1731731601.9948459,0.23453211784362793,172.31.17.102
1731731601.927796,0.30645203590393066,172.31.27.166
1731731602.039188,0.23236417770385742,172.31.17.102
1731731601.884703,0.40932607650756836,172.31.18.248
1731731601.772365,0.5445578098297119,172.31.18.248
1731731602.106742,0.23091626167297363,172.31.27.88
1731731602.1535082,0.22928261756896973,172.31.28.111
1731731602.177946,0.24927902221679688,172.31.16.143
1731731602.221817,0.2319200038909912,172.31.28.111
1731731602.061846,0.48815107345581055,172.31.27.166
1731731602.290435,0.2772219181060791,172.31.16.143
1731731602.085699,0.4825117588043213,172.31.27.166
1731731602.12988,0.4481379985809326,172.31.27.166
1731731602.3131049,0.2684512138366699,172.31.16.143
1731731602.383324,0.23152709007263184,172.31.17.102
1731731602.406976,0.2439730167388916,172.31.27.88
1731731601.971285,0.7072749137878418,172.31.18.248
1731731602.452731,0.23886990547180176,172.31.27.88
1731731602.016758,0.7089788913726807,172.31.18.248
1731731602.5229282,0.23050379753112793,172.31.28.111
1731731602.546737,0.23584198951721191,172.31.28.111
1731731602.2017732,0.5813360214233398,172.31.18.248
1731731602.5903392,0.23630785942077637,172.31.17.102
1731731602.635079,0.2368011474609375,172.31.17.102
1731731602.26778,0.6101667881011963,172.31.18.248
1731731602.338102,0.556675910949707,172.31.18.248
1731731602.7038531,0.23183369636535645,172.31.16.143
1731731602.474988,0.4648129940032959,172.31.27.166
1731731602.747402,0.23185110092163086,172.31.16.143
1731731602.7695,0.2366178035736084,172.31.27.88
1731731602.245204,0.7655370235443115,172.31.27.166
1731731602.610593,0.43482184410095215,172.31.27.166
1731731602.83952,0.23099899291992188,172.31.27.88
1731731602.5691352,0.5323100090026855,172.31.27.166
1731731602.8870242,0.2340707778930664,172.31.17.102
1731731602.9099321,0.23955392837524414,172.31.28.111
1731731602.359172,0.86244797706604,172.31.27.166
1731731602.9796329,0.2497241497039795,172.31.16.143
1731731603.001899,0.23180222511291504,172.31.17.102
